Taxon	A1	A16	A16B	A16S	A19	A19B	A19S	A2	B10	B10B	B10S	B6	B6B	B6S
b1ca2977bc84ac1a50359a4e50c68e2b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	0	0	338	0	0	0	0	0	0
c2bdeae262e1e06e8feafcb58ab2f2d3	d__Bacteria	0	0	0	0	0	0	0	337	0	0	0	0	0	0
8ac213549364c0fee86b23a977c5c41c	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Granulicella_C_416163; s__	11	299	0	0	0	0	0	0	0	24	0	0	0	0
42767c0c4d508e61e245ec9cb3608166	d__Bacteria	0	0	0	0	0	0	0	334	0	0	0	0	0	0
b693416a63433497e2b4270727d17853	d__Bacteria	0	0	0	0	0	0	0	333	0	0	0	0	0	0
6e7926dc4afed46e6fce195f83169838	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Lacipirellulaceae; g__Pirellulimonas; s__Pirellulimonas nuda	0	0	0	0	0	0	0	0	0	0	0	0	329	0
673ee00a09af05602a69b8eedd9ca428	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Trebonia; s__Trebonia kvetii	0	0	0	0	0	0	0	0	0	325	0	0	0	0
d57974b1c9981378bab3b22dd6971704	d__Bacteria	0	0	0	0	0	0	0	324	0	0	0	0	0	0
abd36a7ffa60ffbb529f85f63e33c44a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	0	0	323	0	0	0	0	0	0
eaec98d7ff032f81cc2db8b5563969c3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101	0	0	0	0	0	0	0	0	0	320	0	0	0	0
327099aac8e1cfacab8e0dfda79e5e0f	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866	0	0	0	0	0	0	0	317	0	0	0	0	0	0
863379a5997dbd28e6e8d957597d4ac2	d__Bacteria	0	0	0	0	0	316	0	0	0	0	0	0	0	0
1c0b3cebad75123b8015fa14318a0e13	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	315	0	0	0	0	0	0	0	0	0	0	0
bfe487f4b5e96dc33416ae1281a62d49	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	315	0	0	0	0	0	0	0	0
abf0608b9a95e76408f7102344d62f7f	d__Bacteria	0	0	0	0	0	0	0	315	0	0	0	0	0	0
bf71795fde5bda5fba6893f2ba91750a	d__Bacteria	0	0	0	0	0	0	0	312	0	0	0	0	0	0
85e1edde2d4214dbd321aa5861b1f691	d__Bacteria	0	0	0	0	0	0	0	311	0	0	0	0	0	0
6a1720521c4d65847daca9a8a29fff8a	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0	0	0	0	0	308	0	0	0	0	0	0	0	0
4a4116df957c4f650ee07e93d863c85e	d__Bacteria	0	0	307	0	0	0	0	0	0	0	0	0	0	0
0c98d772ca16c4d3163ee2d5a60932b6	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia biwaensis	0	0	307	0	0	0	0	0	0	0	0	0	0	0
eedf25cbc339812cee3c14e4b3926a5c	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0	0	0	0	0	0	307	0	0	0	0	0	0	0
4badc48a5f1ae5f801251a5222383631	d__Bacteria	0	0	304	0	0	0	0	0	0	0	0	0	0	0
2c89573bc9b920bccd67c3b4e2e7793c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	304	0	0	0	0	0	0	0	0
928c150e833cbbc787e91bf7643ede78	d__Bacteria	0	0	303	0	0	0	0	0	0	0	0	0	0	0
90794e3012177dbb98d3f0101801a858	d__Bacteria	0	0	0	0	0	303	0	0	0	0	0	0	0	0
7375314fed6da05c7e4a6780a4a5bf3b	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Bog-159; s__Bog-159 sp003166475	0	0	0	0	0	303	0	0	0	0	0	0	0	0
f9823fba8a012f00f72dbd75572a065c	d__Bacteria	0	0	0	0	0	299	0	0	0	0	0	0	0	0
eb69933b9d6eb9e9ddfe9aaeb3c73ba6	d__Bacteria	0	0	297	0	0	0	0	0	0	0	0	0	0	0
5b8c9eaf200466aeb19cce4f98f276d8	d__Bacteria	0	0	297	0	0	0	0	0	0	0	0	0	0	0
c58824ed474e4c9e405b82eb44b5878f	d__Bacteria	0	0	0	0	0	297	0	0	0	0	0	0	0	0
73938afb1c71df6c18a401842b6602e1	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	0	0	0	0	0	296	0	0	0	0	0	0	0	0
0f0d01d37919cb9ef5ddda3d199bf200	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	0	0	296	0	0	0	0	0	0	0	0
fe505640cc531dfdb403ada1d164f75c	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera	0	0	0	0	0	0	0	0	0	296	0	0	0	0
cbbe629acce8de1551bca39bf2a2e982	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	0	295	0	0	0	0	0	0	0	0	0
f42db23e05ef6b5aabe13b0d52312204	d__Bacteria	0	0	292	0	0	0	0	0	0	0	0	0	0	0
b67157b3ccd07ba07b8d5ccc9d0d4a06	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	292	0	0	0	0	0	0	0	0
ad9a2a315285a64c6622c83715c0398b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866	26	252	0	0	0	0	0	0	0	0	0	13	0	0
187912381bcc677d26bbb2b15a7e098b	d__Bacteria	0	0	0	0	0	291	0	0	0	0	0	0	0	0
94c449d6f63d3d9ec6dd7ccd369690dd	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae	0	218	0	0	0	0	0	70	0	0	0	0	0	0
8b2dde40a53ee37dad7455fe60d3c143	d__Bacteria	0	0	0	0	0	286	0	0	0	0	0	0	0	0
d6bd0999d8486537487038ca6bc07d79	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium	62	0	0	0	206	17	0	0	0	0	0	0	0	0
623923bdcb7e59228013d35c74fc6158	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae	0	0	0	0	0	285	0	0	0	0	0	0	0	0
be6062ba0dac0d03f3e597554a87c46d	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	0	282	0	0	0	0	0	0	0	0	0
a5a518a568dbb6d24db977f392e4a57f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingobium_A_485959; s__Sphingobium_A_485959 pinisoli	40	166	0	0	65	0	0	0	0	0	0	10	0	0
4352faff313643c23adb85498c10d8fa	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__Micavibrio_B_508655; s__Micavibrio_B_508655 aeruginosavorus_A	0	0	0	0	0	281	0	0	0	0	0	0	0	0
0c209ac726060e318d12115cf83114b4	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0	0	0	0	0	0	0	59	104	0	118	0	0	0
0d6811a78334987e5b1c441f6f0100fc	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	279	0	0	0	0	0	0	0	0	0	0	0
ef5d99ee24cc7cfd4ae4c17bdb628654	d__Bacteria	0	0	0	0	0	278	0	0	0	0	0	0	0	0
9201332984cd6e04b0d7fca02964021a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	278	0	0	0	0
2f50ef03e9931bd10ff45ac5aea76d1d	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae	0	0	0	276	0	0	0	0	0	0	0	0	0	0
cd9944854aebc5330e11b07c8c69a25d	d__Bacteria	0	0	273	0	0	0	0	0	0	0	0	0	0	0
a2bb1041bf612dc08ad5fec982d53831	d__Bacteria	0	0	0	0	0	273	0	0	0	0	0	0	0	0
6ba695889acb1036eda99fdf7728b7c4	d__Bacteria	0	0	0	0	0	273	0	0	0	0	0	0	0	0
431862a6ba0dc097286925eddb4d1210	d__Bacteria	0	0	0	0	0	0	0	0	0	0	0	0	273	0
9ac663d0c3a7f08e1e5238ad499afd8c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	272	0	0	0	0	0	0	0	0
d17ec2ae7ce4b2604392af73ef0f5bad	d__Bacteria	0	0	0	0	0	272	0	0	0	0	0	0	0	0
9492b93affa68a55d4918ccabac96a43	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium; s__Novosphingobium rosa	0	0	0	0	0	272	0	0	0	0	0	0	0	0
dfe3bbb059f617db94220c07b1e447ea	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Granulicella_C_415415; s__Granulicella_C_415415 sapmiensis	0	0	0	0	0	270	0	0	0	0	0	0	0	0
34906beaec9de2ec62e130b8da149187	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	269	0	0	0	0	0	0	0	0
c7726e73e9e04d4cc1c5845dde4afef0	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	269	0	0	0	0	0	0	0	0
133dd1653dc381f7379899c149188bb1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	0	0	268	0	0	0	0	0	0	0	0
6a8dddd1e9bcb42ec69bb41eef96612a	d__Bacteria	0	0	267	0	0	0	0	0	0	0	0	0	0	0
f5e032885ddbf784eeea4652a10f6101	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	266	0	0	0	0	0	0	0	0
1fb64c54f8c6bfb2ad2d22dbdfdd0124	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA5150; s__UBA5150 sp002792275	0	0	0	0	0	0	265	0	0	0	0	0	0	0
811e611fd16f0a85199ada9e3c8473b2	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae	0	0	0	0	264	0	0	0	0	0	0	0	0	0
1c3dd4c2afbfae7b8014a9ed888eae29	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	263	0	0	0	0	0	0	0	0
5945e32324397a731f78e1c7b972eeaa	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Tepidisphaerales; f__Tepidisphaeraceae; g__UBA2421; s__UBA2421 sp002343075	0	0	0	261	0	0	0	0	0	0	0	0	0	0
c81aa5de0c96210a3dc072ca14fe396d	d__Bacteria	0	0	0	260	0	0	0	0	0	0	0	0	0	0
da912371051c94077ef1013f653d49cb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	260	0	0	0	0	0	0	0	0
f53b44628ca0aa60cf4ec4ff2795be34	d__Bacteria	0	0	0	0	0	0	0	260	0	0	0	0	0	0
b3a834c17d54abc95fea4d8cf6c51b04	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales	0	0	0	0	0	257	0	0	0	0	0	0	0	0
c47eb5efad6687bda68e4891cba96644	d__Bacteria	0	0	0	0	0	255	0	0	0	0	0	0	0	0
fedd83794cb00e991bcaf3c37c4ecc22	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Micromonospora_H_372070	32	221	0	0	0	0	0	0	0	0	0	0	0	0
42bfe41f09597393bd4b932be0abf43b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Thiotrichales_608018; f__Thiotrichaceae_608018; g__Thiofilum; s__	0	0	0	0	0	0	0	0	0	0	0	0	253	0
83bf8ee0596eeac46d41acf442b3571e	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Palsa-189; s__Palsa-189 sp003223325	0	0	0	0	0	252	0	0	0	0	0	0	0	0
38f205254b91e51698f005ca34914b34	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales	21	0	0	0	0	0	230	0	0	0	0	0	0	0
48d90fa08520913d32643c950aef80b3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	251	0	0	0	0	0	0	0	0
e3e1b9dd92fbebadd11c75535a7c4cd9	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	250	0	0	0	0	0	0	0	0	0	0
7a296c0cadbc44c7878f12526303d08b	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Lawsonella	0	0	0	0	0	0	0	245	0	0	3	0	0	0
4f6401ed33c6e512bdad19d9dc8998c3	d__Bacteria	0	0	247	0	0	0	0	0	0	0	0	0	0	0
801d880a9ad5c00f686d030d796abf59	d__Bacteria	0	0	0	0	0	246	0	0	0	0	0	0	0	0
3aa6d83c9bcfc38ccd124b92f372eb64	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium	0	245	0	0	0	0	0	0	0	0	0	0	0	0
051753772b7c831371c799fbb609be29	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	244	0	0	0	0	0	0	0	0
02ec801aa43bdb59e667cb80d53b05db	d__Bacteria	0	0	0	0	0	243	0	0	0	0	0	0	0	0
8124b28b8097eff4ce14b21f32cb487c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	243	0	0
d93887b863e3e493b874ce1cb41945a0	d__Bacteria	0	0	242	0	0	0	0	0	0	0	0	0	0	0
aa88beb8c4efe177cc4f67b018887890	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae	0	0	0	242	0	0	0	0	0	0	0	0	0	0
c7a799b3caaa4aec398020b900363967	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerobutyricum; s__Anaerobutyricum hallii	0	0	0	0	0	242	0	0	0	0	0	0	0	0
05256bd21660b46f2b5646f2b2926850	d__Bacteria	0	0	0	0	0	242	0	0	0	0	0	0	0	0
fc905c59831baaaa36c68a0b961cbe6a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomonas_L_486704	0	0	0	0	0	242	0	0	0	0	0	0	0	0
5e3b760227daa9b72ca618848b110e7a	d__Bacteria	0	0	0	0	0	241	0	0	0	0	0	0	0	0
9a7a30a57ab62328f226e272e2df3754	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Friedmanniella	0	0	0	0	0	241	0	0	0	0	0	0	0	0
5da4f2d5dc9cd07707050406d802c6d3	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micropepsales; f__Micropepsaceae; g__Rhizomicrobium; s__Rhizomicrobium palustre	0	0	0	240	0	0	0	0	0	0	0	0	0	0
e570299ca8d373b829908f9f49c61475	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	237	0	0	0	0	0	0	0	0
0f176cd7d22a4d8f64082df27f666b07	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0	0	236	0	0	0	0	0	0	0	0	0	0	0
87a3d8d5acaa09172cf34619af9c6569	d__Bacteria	0	0	235	0	0	0	0	0	0	0	0	0	0	0
945dd97bc992e8313fef668240495ef4	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae	0	0	0	0	235	0	0	0	0	0	0	0	0	0
2272274484736a3c0db232d5a49cd1ee	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827	0	0	0	0	0	235	0	0	0	0	0	0	0	0
ecee5737c9f497f1f25e5ebae718fca8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__; s__	0	0	0	0	0	0	0	0	0	0	0	235	0	0
59fd90b28c503a788517f8f6d33bf820	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	0	0	234	0	0	0	0	0	0
f2d960a9b66994f18b772374dab2676a	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae	0	0	0	0	0	0	0	0	0	234	0	0	0	0
3a7827dc18cf03cb208f4b978d39d159	d__Bacteria	0	0	0	0	0	233	0	0	0	0	0	0	0	0
0951d46361325ec0189a0cd023f6bd0a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Labraceae; g__; s__	0	0	0	0	0	0	0	0	0	233	0	0	0	0
9d0bac4ad17b5d661f9fdfbd780bddb1	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium	0	0	0	0	0	231	0	0	0	0	0	0	0	0
efc0e80b01de8e161b65818207afb926	d__Bacteria	0	0	229	0	0	0	0	0	0	0	0	0	0	0
56b6b08b2f5e4ac77d6ed6c166675888	d__Bacteria	0	0	0	0	0	0	0	229	0	0	0	0	0	0
88c7e8714a246e1aae7870f772b5623c	d__Bacteria	0	0	0	0	0	0	0	227	0	0	0	0	0	0
b897c705f607c77820f0219b1f3b9e0b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae; g__Ensifer_A_499891; s__Ensifer_A_499891 adhaerens	0	0	0	0	0	226	0	0	0	0	0	0	0	0
4ec633fceafbeef6f3986ff39bc4d973	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomonas_L_486704	0	0	0	0	225	0	0	0	0	0	0	0	0	0
00e4fd753dbe33da6891b07d4f3ccf36	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	225	0	0	0
f9cc6c5c8f8000bef0eb6674e3c52c78	d__Bacteria	0	0	223	0	0	0	0	0	0	0	0	0	0	0
58f735e14269c8d5a928a0f6af7999f7	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Pedobacter_B_887417	0	0	0	0	0	223	0	0	0	0	0	0	0	0
ca1f1d95908e957b04339d6050d3f7e0	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinomycetospora	0	0	0	0	0	0	0	0	0	0	0	223	0	0
e4dbb6bc20b4ac668566b43cdca2e881	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Rhizobiaceae	0	0	0	0	0	222	0	0	0	0	0	0	0	0
abdb74d05a798b819c2b4ab8921c11b2	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0	0	0	0	0	222	0	0	0	0	0	0	0	0
7ceac3ecb1020815662b3cc6df000f0c	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Acidoferrales; f__UBA7541; g__Acidoferrum	0	0	0	0	0	0	222	0	0	0	0	0	0	0
53dd6ed3dffc5a1eb5012404d28afca5	d__Bacteria	0	0	0	0	0	220	0	0	0	0	0	0	0	0
f4ee786655ce03d985615f2008ac5c64	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Dorea_D_143701; s__Dorea_D sp011960265	0	0	0	0	0	0	0	0	0	0	219	0	0	0
9efb4b2b3a55ceb9bd935e38a150e430	d__Bacteria	0	0	0	0	0	0	0	0	0	0	219	0	0	0
a40f33ad0016af6bd80f397854951590	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae	0	0	0	0	0	0	0	0	0	0	0	218	0	0
b9e602092665a36b978a9de9f3d07e8e	d__Bacteria	0	0	0	0	0	217	0	0	0	0	0	0	0	0
01600571e314d6e53a958d4917b55783	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Anaerobutyricum; s__Anaerobutyricum hallii	0	0	0	0	0	0	0	0	0	0	0	0	216	0
0efc20182611dc59c1c01c50cd1abaa1	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera; s__Singulisphaera rosea	0	0	0	0	0	0	0	0	0	0	215	0	0	0
caeaa6e40c244eb86197b4dccfe17c5e	d__Bacteria; p__Nitrospirota_A_437815; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Palsa-1315; s__	0	0	0	214	0	0	0	0	0	0	0	0	0	0
d78d3ddb89e12b507c719ee9739d4448	d__Bacteria	0	0	0	0	0	214	0	0	0	0	0	0	0	0
67108e9178dad8dc94a26b1a97b0e0e8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	214	0	0	0	0	0	0	0	0
1706b77198d86166a557070aedfac2df	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae; g__P52-10; s__P52-10 sp000516555	0	0	0	0	0	0	214	0	0	0	0	0	0	0
6db074b5c6e1988f271a79ca1d734964	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Bryobacterales; f__Bryobacteraceae; g__Palsa-187; s__	0	0	0	0	0	0	214	0	0	0	0	0	0	0
6e875934db1d23881554330d8872a961	d__Bacteria	0	0	0	0	0	213	0	0	0	0	0	0	0	0
797e5ff6153c81225a24dcd7772f34fc	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes	0	211	0	0	0	0	0	0	0	0	0	0	0	0
4b99f444fbafbb9933e0b299070712ea	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Hominicoprocola; s__Hominicoprocola sp900317525	0	0	211	0	0	0	0	0	0	0	0	0	0	0
8df23c93715419b6097d033fe413f2fe	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae	7	78	0	0	0	0	0	0	0	0	0	0	122	0
ec8209fb768cc7caf6dca6223c926952	d__Bacteria	0	0	207	0	0	0	0	0	0	0	0	0	0	0
5d6d0d181954cc8820843aa7cad71a23	d__Bacteria	0	0	0	0	0	0	0	207	0	0	0	0	0	0
3e1619569e0fc73ac9f9314bd1be7818	d__Bacteria; p__Planctomycetota; c__Phycisphaerae	0	0	0	0	0	0	0	0	0	0	207	0	0	0
640ce34e00c94fe8ddcc6c1fceee6e9f	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae	0	0	0	0	0	0	0	0	0	0	206	0	0	0
e204a33a683e16aed3b0238c7f7f6737	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus	204	0	0	0	0	0	0	0	0	0	0	0	0	0
f326e1952508ed348499bf47267c43ec	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomonas_L_486704	0	0	0	0	204	0	0	0	0	0	0	0	0	0
2b6b8ad18b7cffc386d0264cdb7b5e02	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	204	0	0	0	0	0	0	0	0
fcaaa1894b4a8e2f3f529b64ddc08d66	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium	0	0	0	0	0	204	0	0	0	0	0	0	0	0
047c070fb0868f94255bbe25cd318e23	d__Bacteria	0	0	0	0	0	202	0	0	0	0	0	0	0	0
778ceb07057ccd33a5ca9f61a204382a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	0	0	0	0	0	201	0	0	0	0	0	0	0	0
dcdd855bd174c97a555c42e49750c913	d__Bacteria	0	0	0	0	0	0	0	201	0	0	0	0	0	0
a1c7e24ef744028589a7ae0a093159e6	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__PMMR1; s__PMMR1 sp000733915	0	0	0	0	0	0	0	0	0	201	0	0	0	0
933ff4f2f0c2aaf22879741d3ef6d887	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomonas_L_486704	0	0	0	0	0	0	0	0	0	0	0	0	201	0
7eff733f8f2189304e3a7aa80783b801	d__Bacteria; p__Acidobacteriota; c__Terriglobia; o__Terriglobales; f__Acidobacteriaceae; g__Edaphobacter_415416	48	152	0	0	0	0	0	0	0	0	0	0	0	0
